RevenueID,ME_DATE_SEIZEDDEFENDANT_S_NAME,ME_DATE_RECEIVED,ME_DEFENDANT_S_NAME,ME_DOCKET_NO,ME_ASSETS_SEIZED,ME_CURRENCY_SEIZED,ME_DISTRIBUTION_BY_AGENCY,ME_PROSECUTOR,ME_DATE_OF_FINAL_ORDER,ME_sheet,ME_position_1,ID,STATE,RevenueID2,YEAR,UNIT_TYPE,PROP_TYPE,REV,PROCD_TYPE,CONV_TYPE,CASE_NO
23242,2/7/2014,7/10/2015 0:00,REDACTION,ANDCR-14-48,2 firearms ,,Oxford County SO 100%,"David Fisher, AAG",8/3/2015,2,124,242,ME,23242,2015,OTHER,,,,,ANDCR-14-48
23243,6/19/2013,7/10/2013 0:00,REDACTION,KNOCR-13-163,2006 Chevy Impala ,,MSP 100%,"Katie Sibley, AAG",7/8/2015,2,125,243,ME,23243,2015,OTHER,,,,,KNOCR-13-163
23244,,7/15/2015 0:00,REDACTION,PENCR-15-362,,$880.00 ,Old Town PD 100%,"Patrick Larson, AAG",9/21/2015,2,126,244,ME,23244,2015,PROPERTY,CURRENCY,880,,,PENCR-15-362
23245,7/19/2015,7/20/2015 0:00,REDACTION,KNOCR-15-456,,"$13,409.00 ",Camden PD 50%; MDEA 40%; Knox SO 10%,"Katie Sibley, AAG",,2,127,245,ME,23245,,OTHER,,,,,KNOCR-15-456
23246,7/8/2015,7/21/2015 0:00,REDACTION,YORCR-15-31,,"$1,601.00 ",MSP 50%; Auburn PD 50%,"Raphaelle Silver, AAG",9/21/2016,2,128,246,ME,23246,2016,PROPERTY,CURRENCY,1601,,,YORCR-15-31
23247,4/10/2015,7/21/2015 0:00,REDACTION,ANDCR-15-,,"$1,522.00 ",MDEA 100%,"David Fisher, AAG",,2,129,247,ME,23247,,OTHER,,,,,ANDCR-15-
23248,5/6/2015,7/21/2015 0:00,REDACTION,ANDCR-15,,"$3,000.00 ","$1,000 MDEA; $1,000 MSP; $1,000 Aubrun PD","David Fisher, AAG",,2,130,248,ME,23248,,OTHER,,,,,ANDCR-15
23249,7/1/2015,7/21/2015 0:00,REDACTION,ANDCR-15-26,,"$1,078.00 ",MDEA 100%,"David Fisher, AAG",1/29/2016,2,131,249,ME,23249,2016,PROPERTY,CURRENCY,1078,,,ANDCR-15-26
23250,7/9/2015,7/21/2015 0:00,REDACTION,OXFCR-15-63,,"$3,650.00 ",South Paris PD 50%; MDEA 50%,"David Fisher, AAG",3/28/2017,2,132,250,ME,23250,2017,PROPERTY,CURRENCY,3650,,,OXFCR-15-63
23251,7/9/2015,7/21/2015 0:00,REDACTION,OXFCR-15-63,3 firearms ,,MDEA 100%,"David Fisher, AAG",3/28/2017,2,133,251,ME,23251,2017,OTHER,,,,,OXFCR-15-63
23252,11/13/2013,7/23/2015 0:00,REDACTION,CUMCR-13-7681,,"$2,548.00 ",MDEA 75%; Portland PD 25%,"Lea-Anne Sutton, AAG",,2,134,252,ME,23252,,OTHER,,,,,CUMCR-13-7681
23253,12/19/2013,4/13/2014 0:00,REDACTION,SAGCR-14-559,3 firearms ,,MDEA (1); Sagadahoc SO (2),"Jamie Guerrette, AAG",7/22/2015,2,135,253,ME,23253,2015,OTHER,,,,,SAGCR-14-559
23254,3/1/2014,8/10/2015 0:00,REDACTION,KENNCR-14-326,,"$1,855.00 ",MSP 100%,Maeghan Maloney DA,,2,136,254,ME,23254,,OTHER,,,,,KENNCR-14-326
23255,3/13/2015,9/1/2015 0:00,REDACTION,CARSC-CV-15-122,,"$1,556.00 ",County of Aroostook 100%,"Kurt Kafferlin, ADA",,2,137,255,ME,23255,,OTHER,,,,,CARSC-CV-15-122
23256,9/1/2015,9/2/2015 0:00,REDACTION,LINCR-15-15-476/477,"forfeited $1,500.00","$5,732.00 ",MDEA 70%; Waldoboro PD 30%,"Jamie Guerrette, AAG",08/08/16 - some money returned,2,138,256,ME,23256,,OTHER,,,,,LINCR-15-15-476/477
23257,8/3/2015,9/2/2015 0:00,REDACTION,,,$708.00 ,MDEA 100%,"David Fisher, AAG",,2,139,257,ME,23257,,OTHER,,,,,
23258,2/27/2015,9/4/2015 0:00,REDACTION,YORCR-15-457,,"$1,088.00 ",MSP 100%,"Raphaelle Silver, AAG",9/22/2015,2,140,258,ME,23258,2015,PROPERTY,CURRENCY,1088,,,YORCR-15-457
23259,5/30/2014,6/9/2014 0:00,REDACTION,YORCR-14-1158,,$904.00 ,MDEA 100%,"Raphaelle Silver, AAG",9/24/2015,2,141,259,ME,23259,2015,PROPERTY,CURRENCY,904,,,YORCR-14-1158
23260,11/7/2012,9/10/2015 0:00,REDACTION,KENCR-12-919,,"$1,022.00 ",Kennebec County SO 100%,"Meaghan Maloney, DA",,2,142,260,ME,23260,,OTHER,,,,,KENCR-12-919
23261,9/2/2015,9/15/2015 0:00,REDACTION,PENSCCR-15-3225,,$512.00 ,MDEA 100%,"Patrick Larson, AAG",11/12/2015,2,143,261,ME,23261,2015,PROPERTY,CURRENCY,512,,,PENSCCR-15-3225
23262,9/10/2015,9/16/2015 0:00,REDACTION,PENSCCR-15-3328,2 firearms,"$12,141.00 ",MDEA 50%; Bangor PD 50%,"Janice Stuver, AAG",,2,144,262,ME,23262,,OTHER,,,,,PENSCCR-15-3328
23263,6/30/2015,9/16/2015 0:00,REDACTION,ANDCR-15-03,AK-47  ,"$1,000 ",MDEA 100%,"Darcy Mitchell, AAG",6/13/2019,2,145,263,ME,23263,2019,PROPERTY,CURRENCY,1000,,,ANDCR-15-03
23264,2/13/2015,9/21/2015 0:00,REDACTION,SOMCV-15-14,3 video poker machines ,,DPS 100%,"Brent Davis, ADA",,2,146,264,ME,23264,,OTHER,,,,,SOMCV-15-14
23265,4/15/2015,9/21/2015 0:00,REDACTION,SOMCV-15-11,,$364.00 ,Somerset County 100%,"Brent Davis, ADA",,2,147,265,ME,23265,,OTHER,,,,,SOMCV-15-11
23266,11/20/2014,8/13/2015 0:00,REDACTION,YORCR-14-2552,,$890.00 ,Sanford PD 100%,"Raphaelle Silver, AAG",9/16/2015,2,148,266,ME,23266,2015,PROPERTY,CURRENCY,890,,,YORCR-14-2552
23267,7/9/2015,8/17/2015 0:00,REDACTION,CUMCR-15-4025,,$735.00 ,MDEA 100%,"Lea-Anne Sutton, AAG",,2,149,267,ME,23267,,OTHER,,,,,CUMCR-15-4025
23268,2/4/2014,8/24/2015 0:00,REDACTION,PENCR-14-441,,$512.00 ,Hancock County SO 100%,"Patrick Larson, AAG",9/21/2015,2,150,268,ME,23268,2015,PROPERTY,CURRENCY,512,,,PENCR-14-441
23269,1/16/2015,8/5/2015 0:00,REDACTION,YORCR-15-120,.22 revolver & bullets,,Biddeford PD 100%,"Raphaelle Silver, AAG",,2,151,269,ME,23269,,OTHER,,,,,YORCR-15-120
23270,,,REDACTION,YORCR-15-120,,$923.00 ,Biddeford PD 100%,"Raphaelle Silver, AAG",,2,152,270,ME,23270,,OTHER,,,,,YORCR-15-120
23271,9/10/2015,9/23/2015 0:00,REDACTION,,2 firearms,,MDEA 100%,"Patrick Larson, AAG",,2,153,271,ME,23271,,OTHER,,,,,
23272,9/22/2015,10/2/2015 0:00,REDACTION,WALDOCR-15-,,"$9,482.00 ",MDEA 60%; Belfast PD 30%; Waldo SO 10%,"Neil McLean, ADA",,2,154,272,ME,23272,,OTHER,,,,,WALDOCR-15-
23273,9/23/2015,10/2/2015 0:00,REDACTION,YORKSCCR-15-366,3 firearms,,MDEA 100%,"Raphaelle Silver, AAG",8/27/2018,2,155,273,ME,23273,2018,OTHER,,,,,YORKSCCR-15-366
23274,6/9/2015,10/5/2015 0:00,REDACTION,ANDSCCR-15-600,,"$2,190.00 ",MDEA 50%; Lewiston PD 50%,"Johanna Gauvreau, AAG",10/27/2016,2,156,274,ME,23274,2016,PROPERTY,CURRENCY,2190,,,ANDSCCR-15-600
23275,8/13/2015,10/7/2015 0:00,REDACTION,OXFSCCR-15-20109,,"$5,700.00 ",Oxford County SO 100%,"David Fisher, AAG","3/16/16 Judge's Order $3,700.00 be returned",2,157,275,ME,23275,,OTHER,,,,,OXFSCCR-15-20109
23276,6/10/2014,6/30/2014 0:00,REDACTION,PENSCCR-14-2133,,"$2,143.00 ",Bangor PD 50%; Penobscot SO 50%,"Patrick Larson, AAG",10/1/2015,2,158,276,ME,23276,2015,PROPERTY,CURRENCY,2143,,,PENSCCR-14-2133
23277,2/20/2015,10/15/2015 0:00,REDACTION,PENSCCR-15-625,,"$8,515.00 ",MSP 100%,"Patrick Larson, AAG",12/2/2015,2,159,277,ME,23277,2015,PROPERTY,CURRENCY,8515,,,PENSCCR-15-625
23278,10/15/2015,10/21/2015 0:00,REDACTION,,,"$1,150.00 ",Auburn PD 100%,"David Fisher, AAG",,2,160,278,ME,23278,,OTHER,,,,,
23279,10/8/2015,10/21/2015 0:00,REDACTION,,2 firearms,,MDEA 100%,"Johanna Gauvreau, AAG",9/7/2016,2,161,279,ME,23279,2016,OTHER,,,,,
23280,10/8/2015,10/21/2015 0:00,REDACTION,,,"$27,945.00 ",MDEA 25%; Sabattus PD 25%; Lisbon PD 50%,"Johanna Gauvreau, AAG",9/7/2016,2,162,280,ME,23280,2016,PROPERTY,CURRENCY,27945,,,
23281,10/8/2015,10/21/2015 0:00,REDACTION,YORKSCCR-15-489,,"$3,194.00 ",MDEA 100%,"Raphaelle Silver, AAG",8/27/2018,2,163,281,ME,23281,2018,PROPERTY,CURRENCY,3194,,,YORKSCCR-15-489
23282,10/8/2015,10/20/2015 0:00,REDACTION,,,"$13,527.00 ",Hancock County 70%; Ellsworth PD 30%,"Patrick Larson, AAG",,2,164,282,ME,23282,,OTHER,,,,,
23283,10/8/2015,10/20/2015 0:00,REDACTION,,,$431.00 ,Hancock County 70%; Ellsworth PD 30%,"Patrick Larson, AAG",,2,165,283,ME,23283,,OTHER,,,,,
23284,8/6/2015,10/29/2015 0:00,REDACTION,YORSCCR-15-158,,$851.00 ,Saco PD 100%,"Raphaelle Silver, AAG",4/6/2016,2,166,284,ME,23284,2016,PROPERTY,CURRENCY,851,,,YORSCCR-15-158
23285,10/27/2015,11/2/2015 0:00,REDACTION,YORSCCR-15-477 ,,"$2,413.00 ",MDEA 34%; Biddeford PD 33%; OOB PD 33%,"Raphaelle Silver, AAG",8/30/2018,2,167,285,ME,23285,2018,PROPERTY,CURRENCY,2413,,,YORSCCR-15-477 
23286,10/26/2015,11/2/2015 0:00,REDACTION,PENOBSCCR-16-118,,"$5,221.00 ",Bangor PD 50%; MDEA 50%,"Patrick Larson, AAG",8/11/2016,2,168,286,ME,23286,2016,PROPERTY,CURRENCY,5221,,,PENOBSCCR-16-118
23287,10/23/2015,11/2/2015 0:00,REDACTION,,,"$18,040.00 ",Bangor PD 100%,"Patrick Larson, AAG",,2,169,287,ME,23287,,OTHER,,,,,
23288,10/21/2014,11/3/2015 0:00,REDACTION,YORSCCR-14-2380,,"$1,141.00 ",MSP 100%,"Raphaelle Silver, AAG",2/22/2016,2,170,288,ME,23288,2016,PROPERTY,CURRENCY,1141,,,YORSCCR-14-2380
23289,11/3/2015,11/6/2015 0:00,REDACTION,PENSCCR-15-4098,,"$2,947.00 ",Bangor PD 100%,"Patrick Larson, AAG",8/15/2016,2,171,289,ME,23289,2016,PROPERTY,CURRENCY,2947,,,PENSCCR-15-4098
23290,2/6/2014,11/10/2015 0:00,REDACTION,CARSC-CR-14-079,2 firearms to MDEA,"$28,870.00 ","MDEA $11,055.00; Aroostook County $17,815.00","Kurt Kafferlin, ADA",,2,172,290,ME,23290,,OTHER,,,,,CARSC-CR-14-079
23291,10/19/2015,11/10/2015 0:00,REDACTION,KNOSCCR-15-888,,$985.00 ,MDEA 100%,"Katie Sibley, AAG",,2,173,291,ME,23291,,OTHER,,,,,KNOSCCR-15-888
23292,10/19/2015,11/10/2015 0:00,REDACTION,,,"$4,610.00 ","MDEA, MSP, Knox SO, Lincoln SO, Rockland PD 20%","Katie Sibley, AAG",,2,174,292,ME,23292,,OTHER,,,,,
23293,11/5/2015,11/12/2015 0:00,REDACTION,,,"$1,278.00 ",MDEA 50%; MSP 50%,"Raphaelle Silver, AAG",Money returned; not indicted,2,175,293,ME,23293,,OTHER,,,,,
23294,11/2/2015,11/20/2015 0:00,REDACTION,,,"$2,261.00 ",MDEA 50%; Lewiston PD 50%,"David Fisher, AAG",Feds will sign over to us.,2,176,294,ME,23294,,OTHER,,,,,
23295,11/17/2015,11/20/2015 0:00,REDACTION,PENOBSCCR-15-4260,,"$2,660.00 ",Handock County SO 75%; MDEA 25%,"Patrick Larson, AAG",5/18/2016,2,177,295,ME,23295,2016,PROPERTY,CURRENCY,2660,,,PENOBSCCR-15-4260
23296,4/27/2015,11/23/2015 0:00,REDACTION,CUMSCCR-15-2389,,"$2,713.00 ",MDEA 100%,"Lea-Anne Sutton, AAG",,2,178,296,ME,23296,,OTHER,,,,,CUMSCCR-15-2389
23297,11/19/2015,11/24/2015 0:00,REDACTION,YORSCCR-15-566,,"$4,052.00 ",MDEA 34%; Saco PD 33%; MSP 33%,"Karen Dostaler, AAG",12/9/2016,2,179,297,ME,23297,2016,PROPERTY,CURRENCY,4052,,,YORSCCR-15-566
23298,11/19/2015,11/24/2015 0:00,REDACTION,YORSCCR-15-568,,$788.00 ,OOB PD 100%,"Raphaelle Silver, AAG",8/30/2017,2,180,298,ME,23298,2017,PROPERTY,CURRENCY,788,,,YORSCCR-15-568
23299,11/2/2015,12/3/2015 0:00,REDACTION,KENNSCCR-15-591,2 Firearms,,MDEA 100%,"Katie Sibley, AAG",7/12/2017,2,181,299,ME,23299,2017,OTHER,,,,,KENNSCCR-15-591
23300,11/2/2015,12/3/2015 0:00,REDACTION,KENNSCCR-15-591,,"$12,188.00 ",MDEA 40%; Augusta PD 40%; Kennebec SO 20%,"Katie Sibley, AAG",12/21/2016 and 7/12/17,2,182,300,ME,23300,,OTHER,,,,,KENNSCCR-15-591
23301,11/20/2015,12/4/2015 0:00,REDACTION,SAGSCCR-15-977,,$915.00 ,MDEA 100%,"Johnathan Nathans, AAG",2/1/2016,2,183,301,ME,23301,2016,PROPERTY,CURRENCY,915,,,SAGSCCR-15-977
23302,10/26/2015,12/3/2015 0:00,REDACTION,KENNSCCR-16-354,,"$11,490.00 ",Gardiner PD 100%,"Katie Sibley, AAG",8/8/2016,2,184,302,ME,23302,2016,PROPERTY,CURRENCY,11490,,,KENNSCCR-16-354
23303,11/21/2015,12/3/2015 0:00,REDACTION,OXFSCCR-15-410,,"$1,605.00 ",Oxford PD 100%,"David Fisher, AAG",5/15/2017,2,185,303,ME,23303,2017,PROPERTY,CURRENCY,1605,,,OXFSCCR-15-410
23304,7/30/2015,12/3/2015 0:00,REDACTION,OXFSCCR-15-30093,1 firearm w/case & Mag,"$2,832.00 ",MDEA 100% (FA); MDEA 34%; Oxford County SO 33%; Mexico PD 33%,"David Fisher, AAG",5/23/2017,2,186,304,ME,23304,2017,PROPERTY,CURRENCY,2832,,,OXFSCCR-15-30093
23305,11/2/2015,11/4/2015 0:00,REDACTION,KENNSCCR-15-2045,,$613.00 ,Augusta PD 100%,"Katie Sibley, AAG",,2,187,305,ME,23305,,OTHER,,,,,KENNSCCR-15-2045
23306,11/2/2015,12/3/2015 0:00,REDACTION,KENNSCCR-15-2043,,$972.00 ,Augusta PD 100%,"Katie Sibley, AAG",Return money to defendant; case dismissed,2,188,306,ME,23306,,OTHER,,,,,KENNSCCR-15-2043
23307,7/31/2015,12/8/2015 0:00,REDACTION,CUMSCCR-15-4492,,"$2,251.00 ",,"Lea-Anne Sutton, AAG",,2,189,307,ME,23307,,OTHER,,,,,CUMSCCR-15-4492
23308,10/21/2015,12/9/2015 0:00,REDACTION,LINSCCR-15-611,1 firearm  ,,Lincoln County SO 100%,"Johnathan Nathans, AAG",1/17/2017,2,190,308,ME,23308,2017,OTHER,,,,,LINSCCR-15-611
23309,11/21/2015,12/10/2015 0:00,REDACTION,,,"$2,082.00 ",MDEA 20%; Hancock County 80%,"Patrick Larson, AAG",,2,191,309,ME,23309,,OTHER,,,,,
23310,12/9/2015,12/11/2015 0:00,REDACTION,KENNSCCR-15-2363,3 firearms,"$1,423.00 ",MDEA 100%,"Katie Sibley, AAG",8/8/2016,2,192,310,ME,23310,2016,PROPERTY,CURRENCY,1423,,,KENNSCCR-15-2363
23311,10/19/2015,12/11/2015 0:00,REDACTION,,,$487.00 ,MDEA 100%,"David Fisher, AAG",,2,193,311,ME,23311,,OTHER,,,,,
23312,10/26/2015,12/11/2015 0:00,REDACTION,ANDSCCR-15-1753,,"$6,555.00 ",MDEA 75%; Auburn PD 25%,"Darcy Mitchell, AAG",11/14/2019,2,194,312,ME,23312,2019,PROPERTY,CURRENCY,6555,,,ANDSCCR-15-1753
23313,2/6/2015,12/14/2015 0:00,REDACTION,CUMSCCR-15-2389,,"$1,210.00 ",MDEA 50%; Portland PD 50%,"Lea-Anne Sutton, AAG",,2,195,313,ME,23313,,OTHER,,,,,CUMSCCR-15-2389
23314,2/6/2015,12/14/2015 0:00,REDACTION,CUMSCCR-15-2389,,"$1,041.00 ",Portland PD 100%,"Lea-Anne Sutton, AAG",,2,196,314,ME,23314,,OTHER,,,,,CUMSCCR-15-2389
23315,9/7/2015,12/14/2015 0:00,REDACTION,YORSCCR-15-309,,"$2,509.00 ",Biddeford PD 100%,"Raphaelle Silver, AAG",3/2/2016,2,197,315,ME,23315,2016,PROPERTY,CURRENCY,2509,,,YORSCCR-15-309
23316,11/13/2015,12/23/2015 0:00,REDACTION,PENSCCR-15-4252,,"$1,101.10 ",Bangor PD 100%,"Patrick Larson, AAG",5/18/2016,2,198,316,ME,23316,2016,PROPERTY,CURRENCY,1101,,,PENSCCR-15-4252
23317,12/11/2015,12/21/2015 0:00,REDACTION,PENSCCR-15-4640,,$531.00 ,MDEA 100%,"Janice Stuver, AAG",,2,199,317,ME,23317,,OTHER,,,,,PENSCCR-15-4640
23318,12/14/2015,12/21/2015 0:00,REDACTION,KENNSCCR-15-2405,,"$3,746.00 ",Winthrop PD 50%; MDEA 50%,"Katie Sibley, AAG",6/17/2016,2,200,318,ME,23318,2016,PROPERTY,CURRENCY,3746,,,KENNSCCR-15-2405
23319,12/14/2015,12/21/2015 0:00,REDACTION,KENNSCCR-15-2405,,$737.00 ,Winthrop PD 100%,"Katie Sibley, AAG",6/17/2016,2,201,319,ME,23319,2016,PROPERTY,CURRENCY,737,,,KENNSCCR-15-2405
23320,12/14/2015,12/21/2015 0:00,REDACTION,KENNSCCR-15-2405,1 S & W firearm,,MDEA 100%,"Katie Sibley, AAG",6/17/2016,2,202,320,ME,23320,2016,OTHER,,,,,KENNSCCR-15-2405
23321,7/1/2015,12/30/2015 0:00,REDACTION,PENSCCR-15-2329,,"$5,170.00 ",Old Town PD 100%,"Patrick Larson, AAG",3/7/2016,2,203,321,ME,23321,2016,PROPERTY,CURRENCY,5170,,,PENSCCR-15-2329
23322,8/15/2014,12/29/2015 0:00,REDACTION,SAGSCCR-14-1051,,"$1,260.00 ",Sagadahoc County SO 100%; ,"Geoffrey Rushlau, DA",,2,204,322,ME,23322,,OTHER,,,,,SAGSCCR-14-1051
23323,4/13/2015,12/31/2015 0:00,REDACTION,HANCR-15-600,1 Topper Model shotgun,$416.00 ,Maine State Police 100%,"Patrick Larson, AAG (DA case)",1/14/2016,2,205,323,ME,23323,2016,PROPERTY,CURRENCY,416,,,HANCR-15-600
23324,12/17/2015,1/4/2016 0:00,REDACTION,PENSCCR-15-4704,,"$9,746.00 ",MDEA 75%; Bangor PD 25%,"Patrick Larson, AAG",12/5/2016,3,1,324,ME,23324,2016,PROPERTY,CURRENCY,9746,,,PENSCCR-15-4704
23325,12/31/2015,1/5/2016 0:00,REDACTION,PENSCCR-16-004,,"$1,288.00 ",MSP 50%; Penobscot County SO 50%,"Janice Stuver, AAG",,3,2,325,ME,23325,,OTHER,,,,,PENSCCR-16-004
23326,7/29/2015,1/7/2016 0:00,REDACTION,ANDSCCR-15-745,,"$2,050.01 ",Auburn PD 100%,"David Fisher, AAG",3/4/2016,3,3,326,ME,23326,2016,PROPERTY,CURRENCY,2050,,,ANDSCCR-15-745
23327,12/17/2015,1/7/2016 0:00,REDACTION,SAGSCCR-16-39/15-1061,,"$6,351.00 ",MDEA 33%; Lincoln County SO 33%; Sagadahoc County SO 33%,"Johnathan Nathans, AAG",7/5/2016,3,4,327,ME,23327,2016,PROPERTY,CURRENCY,6351,,,SAGSCCR-16-39/15-1061
23328,1/6/2016,1/8/2016 0:00,REDACTION,LINSCCR-16-40,Rock Island 38 cal. Revolver,"$5,081.00 ",Knox SO 40%; MDEA 30%; MSP 30%/MDEA - gun,"Johnathan Nathans, AAG",8/10/2017,3,5,328,ME,23328,2017,PROPERTY,CURRENCY,5081,,,LINSCCR-16-40
23329,1/8/2016,1/15/2016 0:00,REDACTION,N/A,,$367.00 ,DHHS - child support 100%,"Raphaelle Silver, AAG",Order to w/h and Deliver,3,6,329,ME,23329,,OTHER,,,,,N/A
23330,1/8/2016,1/15/2016 0:00,REDACTION,,.380 firearm,,MDEA 100%,"Raphaelle Silver, AAG",,3,7,330,ME,23330,,OTHER,,,,,
23331,1/6/2016,1/15/2016 0:00,REDACTION,,,"$26,609.00 ",MDEA 25%; Biddeford PD 25%; OOB PD 25% Saco PD 25%,"Raphaelle Silver, AAG",6/28/2019,3,8,331,ME,23331,2019,PROPERTY,CURRENCY,26609,,,
23332,1/8/2016,1/15/2016 0:00,REDACTION,,2003 Range Rover (returned),,Biddeford PD 100%,"Raphaelle Silver, AAG",,3,9,332,ME,23332,,OTHER,,,,,
23333,1/6/2016,1/15/2016 0:00,REDACTION,,Ruger revolver,,MDEA 100%,"Raphaelle Silver, AAG",,3,10,333,ME,23333,,OTHER,,,,,
23334,1/6/2016,1/15/2016 0:00,REDACTION,,Iver Johnson pistol,,MDEA 100%,"Raphaelle Silver, AAG",,3,11,334,ME,23334,,OTHER,,,,,
23335,1/6/2016,1/15/2016 0:00,REDACTION,,Cobra .380 f/A,,MDEA 100%,"Raphaelle Silver, AAG",,3,12,335,ME,23335,,OTHER,,,,,
23336,1/6/2016,1/15/2016 0:00,REDACTION,,.38 cal revolver,,MDEA 100%,"Raphaelle Silver, AAG",,3,13,336,ME,23336,,OTHER,,,,,
23337,12/8/2015,1/15/2016 0:00,REDACTION,KENNSCCR-15-2350,,"$1,534.00 ",MDEA 100%,"Katie Sibley, AAG",8/11/2016,3,14,337,ME,23337,2016,PROPERTY,CURRENCY,1534,,,KENNSCCR-15-2350
23338,12/21/2015,1/15/2016 0:00,REDACTION,,,"$1,063.00 ",Auburn PD 100%,"Joanna Gauvreau, AAG",,3,15,338,ME,23338,,OTHER,,,,,
23339,4/10/2014,6/2/2014 0:00,REDACTION,ANDSCCR-15-654,,"$3,846.00 ",MDEA 100%,"David Fisher, AAG",1/8/2016,3,16,339,ME,23339,2016,PROPERTY,CURRENCY,3846,,,ANDSCCR-15-654
23340,2/26/2015,1/19/2016 0:00,REDACTION,ANDSCCR-,,"$3,509.00 ",Lewiston PD 100%,"David Fisher, AAG",,3,17,340,ME,23340,,OTHER,,,,,ANDSCCR-
23341,8/18/2015,1/19/2016 0:00,REDACTION,ANDSCCR-15-895,,"$11,157.00 ",MSP 100%,"David Fisher, AAG",11/23/2016,3,18,341,ME,23341,2016,PROPERTY,CURRENCY,11157,,,ANDSCCR-15-895
23342,12/1/2015,1/22/2016 0:00,REDACTION,CUMSCCR-15-7134,,"$3,052.00 ",Westbrook PD 100%,"Lea-Anne Sutton, AAG",,3,19,342,ME,23342,,OTHER,,,,,CUMSCCR-15-7134
23343,1/21/2016,1/22/2016 0:00,REDACTION,YORSCCR-16-79,,"$1,290.00 ",MDEA 50%; MSP 50%,"Raphaelle Silver, AAG",2/6/2017,3,20,343,ME,23343,2017,PROPERTY,CURRENCY,1290,,,YORSCCR-16-79
23344,1/21/2016,1/22/2016 0:00,REDACTION,YORSCCR-16-78,,"$2,095.00 ",MDEA 50%; MSP 50%,"Raphaelle Silver, AAG",8/27/2018,3,21,344,ME,23344,2018,PROPERTY,CURRENCY,2095,,,YORSCCR-16-78
23345,1/22/2016,1/14/2020 0:22,REDACTION,OXFSCCR-16-465,,$557.00 ,Oxford PD 100%,"David Fisher, AAG",6/14/2017,3,22,345,ME,23345,2017,PROPERTY,CURRENCY,557,,,OXFSCCR-16-465
23346,3/6/2015,,REDACTION,CUMSCCR-15-2959,,"$1,858.00 ",,"Lea-Anne Sutton, AAG",,3,23,346,ME,23346,,OTHER,,,,,CUMSCCR-15-2959
23347,1/21/2016,1/26/2016 0:00,REDACTION,KENNSCCR-16-151,,"$1,640.00 ",Oakland PD 100%,"Katie Sibley, AAG",6/14/2016,3,24,347,ME,23347,2016,PROPERTY,CURRENCY,1640,,,KENNSCCR-16-151
23348,1/21/2016,1/26/2016 0:00,REDACTION,PENSCCR-16-246,,"$5,627.00 ",MDEA 100%,"Patrick Larson, AAG",,3,25,348,ME,23348,,OTHER,,,,,PENSCCR-16-246
23349,11/5/2015,1/28/2016 0:00,REDACTION,FRANKLINSCCR-15-1015,3 firearms,,MDEA 100%,"David Fisher, AAG",12/2/2016,3,26,349,ME,23349,2016,OTHER,,,,,FRANKLINSCCR-15-1015
23350,12/14/2015,2/1/2016 0:00,REDACTION,YORSCCR-15-635,2004 Chevy Z71 Off Road,,Rockland PD 100%,"Raphaelle Silver, AAG",Civil Forfeiture,3,27,350,ME,23350,,OTHER,,,,,YORSCCR-15-635
23351,1/8/2016,2/1/2016 0:00,REDACTION,,2005 Cadillac Devile,,Saco PD 100%,"Raphaelle Silver, AAG",vehicle went back,3,28,351,ME,23351,,OTHER,,,,,
23352,1/10/2016,2/1/2016 0:00,REDACTION,,,"$13,300.00 ",MDEA 40%; Sagadahoc SO 25%; Brunswick PD 25%; Path PD 10%,"Johnathan Nathans, AAG",,3,29,352,ME,23352,,OTHER,,,,,
23353,1/22/2016,2/1/2016 0:00,REDACTION,OXFSCCR-16-30050,,$735.00 ,Rumford PD 100%,"David Fisher, AAG",11/26/2018,3,30,353,ME,23353,2018,PROPERTY,CURRENCY,735,,,OXFSCCR-16-30050
23354,1/30/2016,2/1/2016 0:00,REDACTION,YORKSCCR-16-91,,"$1,094.00 ",MSP 100%,"Raphaelle Silver, AAG",8/27/2018,3,31,354,ME,23354,2018,PROPERTY,CURRENCY,1094,,,YORKSCCR-16-91
23355,,2/3/2016 0:00,REDACTION,Civil Forfeiture,2001 Jeep Wrangler/2007 Infinity Vehicle,,,"Patrick Larson, AAG",returned to atty,3,32,355,ME,23355,,OTHER,,,,,Civil Forfeiture
23356,6/8/2015,2/3/2016 0:00,REDACTION,Civil Forfeiture,,"$75,900.00 ",MDEA 20%; Hancock County 80%,"Patrick Larson, AAG",,3,33,356,ME,23356,,OTHER,,,,,Civil Forfeiture
23357,12/28/2015,2/3/2016 0:00,REDACTION,,,"$8,519.00 ",Hancock County SO 100%,"Patrick Larson, AAG",,3,34,357,ME,23357,,OTHER,,,,,
23358,1/13/2016,2/3/2016 0:00,REDACTION,,,"$4,160.00 ",Hancock County SO 100%,"Patrick Larson, AAG",,3,35,358,ME,23358,,OTHER,,,,,
23359,12/21/2015,2/3/2016 0:00,REDACTION,HANSCCR-16-,,"$40,280.00 ",MJDEA 20%; Hancock County SO 80%,"Patrick Larson, AAG",,3,36,359,ME,23359,,OTHER,,,,,HANSCCR-16-
23360,,,REDACTION,HANSCCR-16-,7 modo Security System w/5 cameras DVR & wiring,,Hancock County SO 100%,"Patrick Larson, AAG",,3,37,360,ME,23360,,OTHER,,,,,HANSCCR-16-
